business_name,entity_type,address,city,state,zip
RY HANDS REHAB & SPORTS INJURY RECOVERY PLLC,IFLAL,711 VILLA CIRCLE ROAD                                                               BOYNTON BEACH,FL33435     US711 VILLA CIRCLE ROAD,,
"S WELLNESS AND INJURY CENTER, P.A.",IDOMP,7500 BRYAN DAIRY RD                       SUITE A                                   LARGO,FL33777     US13528 100TH AVE N,,
"SAMO AVIATION & TRIAL LAW FIRM, P.A.",IDOMP,"1040 BAYVIEW DR., STE. 534                                                          FT. LAUDERDALE","FL33304       1040 BAYVIEW DR., STE. 5",34,
"SE INJURY FIRM, P.A.",ADOMP,1330 SE 4TH AVENUE                        SUITE G                                   FORT LAUDERDALE,FL33316     US1330 SE 4TH AVENUE,,SUITE G
"SE LAW LITIGATION, LLC",IFORL,6990 INDIAN CREEK DRIVE                                                             MIAMI BEACH,FL33141     US6990 INDIAN CREEK DRIVE,,
"SERMAN INJURY LAW, PLLC",IFLAL,1072 Alder Tree Dr                                                                  Apopka,FL32703     US1072 Alder Tree Dr,,
"SHINE RESEARCH TRIAL CENTER, PLLC",IFLAL,2565 N TOLEDO BLADE BLVD UNIT 2                                                     NORTH PORT,FL34289     US2565 N TOLEDO BLADE BLVD,UNIT 2,
SHINE STATE INJURY LAWYERS LLC,AFLAL,3850 SW 40TH STREET                       P.H. 10                                   CORAL GABLES,FL33146     US3850 SW 40TH STREET,,P.H. 10
SNER GRAHAM INJURY LAW PLLC,AFLAL,"25 SE 2ND AVENUE, SUITE 808                                                         MIAMI","FL33131     US25 SE 2ND AVENUE, SUITE",808,
SO/FELDMAN TRIAL LAWYERS PLLC,AFLAL,1001 YAMATO RD STE 106                                                              BOCA RATON,FL33431     US301 W ATLANTIC AVE STE O,-2,
"SON TRIAL GROUP, PLLC",AFLAL,434 S. WASHINGTON BLVD.                                                             SARASOTA,FL34236     US434 S. WASHINGTON BLVD.,,
"SONAL INJURY & ACCIDENT LAW CENTER, P.A.",IDOMP,"900 N FEDERAL HIGHWAY, SUITE 200                                                    BOCA RATON","FL33432     US900 N FEDERAL HIGHWAY, S",UITE 200,
"SONAL INJURY AND PAIN RELIEF CENTER, P.A.",IDOMP,1501 NW 178TH LANE                                                                  HOLLYWOOD,FL33029       1501 NW 178TH LANE,,
"SONAL INJURY ASSOCIATES, P.A.",IDOMP,101 E KENNEDY BLVD                        SUITE 3170                                TAMPA,FL33602       101 E KENNEDY BLVD,,SUITE 3170
SONAL INJURY ATTORNEY MIAMI LLC,IFLAL,12228 QUILTING LANE                                                                 BOCA RATON,FL33428       12228 QUILTING LANE,,
"SONAL INJURY ATTORNEY'S NETWORK, INC.",IDOMP,230 ROYAL PALM WAY SUITE 305                                                        PALM BEACH,FL33480       230 ROYAL PALM WAY SUITE,305,
"SONAL INJURY CENTER OF GERALD R. SAGE AND ASSOCIATES, P.A.",IDOMP,11963 NORTH FLORIDA AVE.                  SUITE A                                   TAMPA,FL33612-5221  11963 NORTH FLORIDA AVE.,,SUITE A
"SONAL INJURY LAW CENTER, P.A.",IDOMP,2102 W. Platt St.                         Tampa                                     TAMPA,FL33606     US2102 W. Platt St.,,
"SONAL INJURY LAW GROUP, P.A.",IDOMP,1135 KANE CONCOURSE                       SECOND FLOOR                              BAY HARBOR ISLAN,DS          FL33154     USPO BOX 402188,,C/O GINA N.
"SONAL INJURY LAW GROUP, P.A.",IDOMP,"420 W. BRANDON BLVD., STE. 202                                                      BRANDON","FL33511       420 W. BRANDON BLVD., ST",E. 202,
"SONAL INJURY LAW OFFICE OF CHELSIE M. LAMIE, P.A.",ADOMP,1727 Coachman Plaza Drive                 202                                       Clearwater,FL33759     US1727 Coachman Plaza Driv,e,Suite 202
SONAL INJURY LAW PARTNERS LLC,AFLAL,8360 W FLAGLER ST.                                                                  MIAMI,FL33144     US8360 W FLAGLER ST.,,
"SONAL INJURY LAW, P.A.",IDOMP,3216 GRAND AVE.                                                                     MIAMI,FL33133     US3216 GRAND AVE.,,
"SONAL INJURY LAWYER'S GROUP, INC.",IDOMP,% RICHARD RYNKIEWICZ                      3000 NE 30TH PLACE SUITE 200              FT. LAUDERDALE,FL33306       % RICHARD RYNKIEWICZ,,3000 NE 30TH
"SONAL INJURY LAWYERS GROUP, INC.",ADOMP,9900 West Sample Road                                                               Coral Springs,FL33065     US9900 West Sample Road,,
"SONAL INJURY LEGAL CENTER, P.A.",IDOMP,"3191 CORAL WAY, STE. 107                                                            MIAMI","FL33145       3191 CORAL WAY, STE. 107",,
"SONAL INJURY LEGAL SOLUTIONS, LLC",AFLAL,940 S. STATE ROAD 7                                                                 PLANTATION,FL33317     US940 S. STATE ROAD 7,,
"SONAL INJURY LEGAL TEAM, P.A.",ADOMP,4000 HOLLYWOOD BLVD.                      SUITE 555-S                               HOLLYWOOD,FL33021     US4000 HOLLYWOOD BLV.,,SUITE 555-S
SONAL INJURY LITIGATION LAWYERS PLLC,IFLAL,"7350 FUTURES DRIVE,                       SUITE 9                                   ORLANDO","FL32819       7350 FUTURES DRIVE,",,SUITE 9
"SONAL INJURY MEDICAL GROUP, P.A.",IDOMP,"300 RIVERSIDE DRIVE, EAST                 SUITE 3700                                BRADENTON","FL34208       300 RIVERSIDE DRIVE, EAS",T,SUITE 3700
SONAL INJURY PAIN SOLUTIONS PLLC,AFLAL,4929 SW 74TH CT                           1ST FL                                    MIAMI,FL33155     US4929 SW 74TH CT,,1ST FL
"SONAL INJURY PARALEGAL SERVICES, INC.",IDOMP,C/O MITCHELL D. ARONSON                   15493 CHLOE CIRCLE                        FORT MYERS,FL33908       C/O MITCHELL D. ARONSON,,15493 CHLOE
SONAL INJURY TRIAL LAWYERS L.L.C,IFLAL,"319 CLEMATIS STREET                       SUITE 701                                 WEST PALM BEACH,",FL33401       319 CLEMATIS STREET,,SUITE 701
"SPER INJURY LAW, PLLC",AFLAL,"121 SOUTH ORANGE AVENUE, #1500                                                      ORLANDO","FL32801     US121 SOUTH ORANGE AVENUE,",#1500,
"ST CIRCUIT ACADEMY OF TRIAL LAWYERS, INCORPORATED",IDOMNP,% JAMES F MCKENZIE                        900 E SCOTT ST                            PENSACOLA,FL32503       % JAMES F MCKENZIE,,900 E SCOTT
"STAL CAIN INJURY LAW, LLC",IFLAL,500 CANAL STREET                                                                    NEW SMYRNA BEACH,FL32168     UN500 CANAL STREET,,
STAL TRIAL ATTORNEYS LLC,AFLAL,315 STONE RIDGE DRIVE                                                               PONTE VEDRA,FL32081     US315 STONE RIDGE DRIVE,,
"SUING JUSTICE LAW FIRM, PLLC",IFLAL,255 PRIMERA BLVD.                         SUITE 160                                 LAKE MARY,FL32746       255 PRIMERA BLVD.,,SUITE 160
"SUMER JUSTICE ATTORNEYS, PLLC",IFLAL,"9100 S. DADELAND BLVD., STE 1710                                                    MIAMI","FL33156       9100 S. DADELAND BLVD.,",STE 1710,
"SUMER JUSTICE LAW GROUP, LLC",IFLAL,1815 KINGS MILL DR                                                                  ORLANDO,FL32826     US1815 KINGS MILL DR,,
"T BAY ACCIDENT AND WELLNESS CENTER, P.A.",ADOMP,405 SEMINOLE BLVD                                                                   LARGO,FL33770       405 SEMINOLE BLVD,,
"T CAR ACCIDENT LAWYER IN MIAMI.COM, INC.",IDOMP,351 NW LEJEUNE ROAD STE 202                                                         MIAMI,FL33126       351 NW LEJEUNE ROAD STE,202,
"T INJURY LAW, PLLC",AFLAL,"901 BRICKELL KEY BLVD, 3406                                                         MIAMI","FL33131     US901 BRICKELL KEY BLVD, 3",406,
T PALM BEACH INJURY CLINIC PLLC,AFLAL,5076 LAKE CATALINA DRIVE UNIT C                                                     BOCA RATON,FL33496     US5076 LAKE CATALINA DRIVE,UNIT C,
"T TISSUE INJURY & TREATMENT CENTER OF SOUTHEAST FLORIDA, PLLC",IFLAL,"8895 NORTH MILITARY TRAIL, STE. 201-E                                               PALM BEACH GARDE",NS          FL33410       3402 BATTLEGROUND AVENUE,,
"T TRIAL ATTORNEYS, P.A.",IDOMP,3516 Battersea Ct                                                                   Belle Isle,FL32812     USPO BOX 3306,,
"T TRIAL LAWYERS IN AMERICA, INC.",IDOMNP,"4905 34TH ST. S., STE #113                                                          ST. PETERSBURG","FL33711       4905 34TH ST. S., STE #1",13,
TAINABLE JUSTICE COMMUNITY LAW CENTER INC,IDOMNP,1821 E MAXWELL ST                                                                   PENSACOLA,FL32503       P.O. BOX 2407,,
"TCALLMOE - ORLANDO PERSONAL INJURY LAWYERS, P.A.",ADOMP,135 W. CENTRAL BLVD.                      SUITE 320B                                ORLANDO,FL32801     US135 W. CENTRAL BLVD.,,SUITE 320B
TE CHIROCARE AND INJURY RECOVERY PLLC,AFLAL,4126 8TH AVE N                                                                      SAINT PETERSBURG,FL33713     US4126 8TH AVE N,,
"TENKA INJURY LAW, PLLC",AFLAL,4640 SW ARDSLEY DR                                                                  STUART,FL34997     US4640 SW ARDSLEY DR,,
"TER FOR IMMIGRANT JUSTICE AND INCLUSION, PLLC",IFLAL,261 N UNIVERSITY DRIVE SUITE 500                                                    FORT LAUDERDALE,FL33324       261 N UNIVERSITY DRIVE S,UITE 500,
"TER INJURY LAW, LLC",AFLAL,8500 SW 8TH STREET                        SUITE 262                                 MIAMI,FL33144     US8500 SW 8TH STREET,,SUITE 262
"TER INJURY LAW, PA",IDOMP,134 DANUBE AVE.                           # 2                                       TAMPA,FL33606     US134 DANUBE AVE.,,# 2
"TERO JUSTICE, P.A.",IDOMP,15251 Ballast Point Drive                                                           Fort Myers,FL33908-3450USPO BOX 2991,,
TESTED LITIGATION ATTORNEYS PLLC,IFLAL,"1999 N UNIVERSITY DR,                                                               CORAL SPRINGS","FL33071     US1999 N UNIVERSITY DR,",,
"TH & WILLIAMS TRIAL GROUP, PLLC",AFLAL,1820 West Colonial Drive                                                            Orlando,FL32804     US1820 West Colonial Drive,,
"TH AND JUSTICE, PLLC",AFLAL,4750 DOLPHIN CAY LN. SO.                  STE 608                                   ST. PETERSBURG,FL33711     US4750 DOLPHIN CAY LN. SO.,,STE 608
TH FLORIDA ADMIRALTY TRIAL LAWYERS ASSOCIATION LLC,AFLAL,4351 NW 9TH ST                            APT 18                                    MIAMI,FL33126       PO BOX 14683,,
"TH FLORIDA CHIROPRACTIC INJURY CENTER, P.A.",ADOMP,868 BLANDING BLVD #128                                                              ORANGE PARK,FL32068     US2330 SANDRIDGE RD,,
TH FLORIDA INJURY ATTORNEYS P.A.,ADOMP,14 NE 1st Ave                                                                       MIAMI,FL33132     US14 NE 1st Ave,,
"TH FLORIDA INJURY LAW, P.A.",ADOMP,300 SE 14th Street                                                                  FT. LAUDERDALE,FL33316     US300 SE 14th Street,,
"TH FLORIDA LITIGATION GROUP, P.A.",ADOMP,"515 East Las Olas Boulevard, Suite 1301                                             FORT LAUDERDALE",FL33301     US515 East Las Olas Boulev,"ard, Suite 1301",
"TH FLORIDA PERSONAL INJURY CENTER, P.A.",ADOMP,11780 NW 12Th Street                                                                Plantation,FL33323     USP.O. Box 450816,,
"TH FLORIDA TRIAL ATTORNEYS, A PRIVATE LAW FIRM, P.A.",IDOMP,5595 Orange Dr                            STE 101                                   Davie,FL33314     USPO Box 267506,,
"TH FLORIDA TRIAL LAWYERS ASSOCIATION, INC.",IDOMP,198 N.W. 37TH AVENUE                                                                MIAMI,FL33125       198 N.W. 37TH AVENUE,,
TH FLORIDA TRIAL LAWYERS LLC,AFLAL,5595 ORANGE DRIVE                         Suite 101                                 DAVIE,FL33314     US5595 ORANGE DRIVE,,Suite 101
"TH FLORIDA TRIAL LAWYERS, A PRIVATE LAW FIRM LLC",AFLAL,2645 EXECUTIVE PARK DR.                   SUITE 350                                 WESTON,FL33331     UN2645 EXECUTIVE PARK DR.,,SUITE 350
"TH TAMPA INJURY & REHAB, P.A.",ADOMP,1388 NW BOCA RATON BLVD                                                             Boca Raton,FL33432     USP.O. BOX 1088,,
"TH TAMPA INJURY, PLLC",AFLAL,7415 S KISSIMMEE ST                                                                 TAMPA,FL33616     US7415 S KISSIMMEE ST,,
"THERN JUSTICE LAWN CARE, INC.",IDOMP,113 Caneletto Way                                                                   North Venice,FL34275     US265 E. MARION AVENUE,,SUITE 112
THERN TRIAL COUNSEL PLLC,IFLAL,205 SOUTH EOLA DRIVE                                                                ORLANDO,FL32801       205 SOUTH EOLA DRIVE,,
THERN TRIAL LAWYERS ASSOCIATION CORP.,ADOMNP,818 Greenbrier Lane                                                                 Tallahassee,FL32308     US1700 N. Monroe Street,,
"THOMPSON TRIAL GROUP, P.A.",IDOMP,5903 Beacon Shores Street                                                           TAMPA,FL33616     US5903 Beacon Shores Stree,t,
"THSHORE INJURY ATTORNEYS, PLLC",AFLAL,244 Apollo Beach Blvd.                                                              Apollo Beach,FL33572     US244 Apollo Beach Blvd.,,
"THWEST FLORIDA TRIAL LAWYERS ASSOCIATION, INC.",IDOMNP,1515 BROADWAY                                                                       FT MYERS,FL33901       1515 BROADWAY,,
"TIAN-AMERICAN INSTITUTE FOR JUSTICE AND LAW, INC.",IDOMNP,140 EAGLE POINT BLVD                                                                AUBURNDALE,FL33823     US140 EAGLE POINT BLVD,,
"TICE FOR ALL - TRIAL LAWYERS, P.A.",ADOMP,500 North Federal Highway                 Suite 200                                 Fort Lauderdale,FL33301     US500 North Federal Highwa,y,Suite 200
TICE LITIGATION ASSOCIATES PLLC,AFLAL,1205 N Franklin St                                                                  TAMPA,FL33602     US1205 N Franklin St,,
"TINDALE BILLINGS INJURY LAW, PLLC",IFLAL,7771 W. OAKLAND PARK BLVD.                SUITE 162                                 SUNRISE,FL33351     UN7771 W. OAKLAND PARK BLV,D.,SUITE 162
"TITUTE FOR LAW AND JUSTICE, INC.",IFORP,1018 DUKE ST                                                                        ALEXANDRIA,VA22314       1018 DUKE ST,,
"TMAN INJURY LAW, P.A.",ADOMP,"1001 Yamato Road, Suite 401                                                         Boca Raton","FL33431     US1001 Yamato Road, Suite",401,
TO INJURY LAW P.A.,ADOMP,2901 CLINT MOORE ROAD                     2-209                                     BOCA RATON,FL33496     US2901 CLINT MOORE ROAD,,2-209
TON INJURY LAW PLLC,AFLAL,"1375 Gateway Blvd, Suite 592                                                        Boynton Beach","FL33426     US1375 Gateway Blvd, Suite",592,
"TOR JUSTICE, PLLC",IFLAL,"15310 AMBERLY DRIVE, STE.250                                                        TAMPA","FL33647     US15310 AMBERLY DRIVE, STE",.250,
"TORY TRIAL COUNSEL, PLLC",AFLAL,"8601 PALISADES LAKE DRIVE, SUITE 202                                                WEST PALM BEACH",FL33411     US8601 PALISADES LAKE DRIV,"E, SUITE 202",
"TOWN TAMPA INJURY LAW, LLC",AFLAL,3105 W CYPRESS ST                                                                   TAMPA,FL33607       3105 W CYPRESS ST,,
"TRAL FLORIDA INJURY & WELLNESS CENTER, P.A.",IDOMP,1005 LASCALA DRIVE                                                                  WINDERMERE,FL34786     US1005 LASCALA DRIVE,,
"TRAL FLORIDA LITIGATION GROUP, P.A.",ADOMP,1000 Legion Place                         750                                       ORLANDO,FL32801     US1000 Legion Place,,750
"TRAL FLORIDA TRIAL GROUP, P.A.",IDOMP,20 SOUTH ROSE AVENUE                      3                                         KISSIMMEE,FL34741     US20 SOUTH ROSE AVENUE,,3
"TRAL FLORIDA TRIAL LAWYERS ASSOCIATION, INC.",ADOMNP,51 E. Jefferson St. #4349                                                           Orlando,FL32802     USP.O. BOX 4349,,
"TRAL JUSTICE, P.A.",ADOMP,509 W COLONIAL DRIVE                                                                ORLANDO,FL32804       509 W COLONIAL DRIVE,,
TRAN LITIGATION P.A.,ADOMP,4920 WEST CYPRESS ST.                     SUITE 104 PMB 5089                        TAMPA,FL33607     US4920 WEST CYPRESS ST.,,SUITE 104 PM
TRIAL ATTORNEYS FL LLC,AFLAL,1771 W COMMUNITY DR                                                                 JUPITER,FL33458     US1771 W COMMUNITY DR,,
TRIAL LAWYERS P.A.,ADOMP,251 VALENCIA AVENUE                       140309                                    CORAL GABLES,FL33134     US251 VALENCIA AVENUE,,140309
"TRIAL LAWYERS, PLLC",IFLAL,13590 SW 134TH AVENUE                     SUITE 111                                 MIAMI,FL33186     US13590 SW 134TH AVENUE,,SUITE 111
"TRIAL SERVICES, P.A.",IDOMP,2300 MAITLAND CENTER PARKWAY              SUITE 200                                 MAITLAND,FL32751       2300 MAITLAND CENTER PAR,KWAY,SUITE 200
"TT JACOBUS FIELDING VILLE TRIAL LAWYERS, L.L.C.",IFLAL,707 W. EAU GALLIE BLVD.                                                             MELBOURNE,FL32935       707 W. EAU GALLIE BLVD.,,
"TT MCMILLEN MALPRACTICE SPECIALIST, P.A.",ADOMP,122 W. Pine Street Ste 300                                                          Orlando,FL32801     US1 S Eola Drive,,Unit 2
"TUAL ACCIDENT ATTORNEY, PLLC",AFLAL,"7754 Okeechobee Blvd., Ste 1094                                                     West Palm Beach","FL33411     US7754 Okeechobee Blvd., S",te 1094,
"UBELLIS CHIROPRACTIC AND ACCIDENT INJURY CENTER, P.A.",IDOMP,8614 LITTLE RD.                                                                     NEW PORT RICHEY,FL34654       8614 LITTLE RD.,,
"UCA TRIAL LAW, PLLC",IFLAL,"151 COLLEGE DR., SUITE 1                                                            ORANGE PARK",FL32065     US5000 US Hwy 17S,,
"UIRE LITIGATION & CONSULTING, PLLC",IFLAL,122 South Calhoun Street                                                            TALLAHASSEE,FL32301     US122 South Calhoun Street,,
UIRE LITIGATION GROUP ORLANDO PLLC,IFLAL,4700 Millenia Blvd                        SUITE 500                                 ORLANDO,FL32839     US7707 SOUTH ORANGE AVE,,# 590391
UIRE LITIGATION GROUP PLLC.,AFLAL,6278 DUPONT STATION COURT                 UNIT 2                                    JACKSONVILLE,FL32217     UN6278 DUPONT STATION COUR,T,UNIT 2
UIRE LITIGATION GROUP TAMPA PLLC,AFLAL,400 N ASHLEY DRIVE                        SUITE 1900                                TAMPA,FL33602       400 N ASHLEY DRIVE,,SUITE 1900
URANCE LITIGATION GROUP P.A.,ADOMP,1500 NE 162nd ST                                                                    MIAMI,FL33162     US1500 NE 162nd ST,,
"URO RIOS TRIAL GROUP, P.A.",IDOMP,2929 FIFTH AVENUE NORTH                                                             SAINT PETERSBURG,FL33713     US2929 FIFTH AVENUE NORTH,,
URY LITIGATION CENTER HOUSTON PLLC,AFLAL,3703 TELEPHONE ROAD                                                                 HOUSTON,TX77023       800 N BELCHER ROAD,,
"USIA CIVIL TRIAL ATTORNEYS ASSOCIATION, INC.",ADOMNP,170 E. Granada Boulevard                                                            Ormond Beach,FL32174     US170 E. Granada Boulevard,,
"UST, SPORTS AND INJURY CLINIC, P.A.",IDOMP,8083 PINE LAKE RD.                                                                  JACKSONVILLE,FL32256     US8083 PINE LAKE RD.,,
"USTINE INJURY CENTERS, P.A.",IDOMP,5317 VILLAGE MARKET DRIVE                                                           WESLEY CHAPEL,FL33543       5317 VILLAGE MARKET DRIV,E,
"VAK DIEZ LITIGATION ATTORNEYS, P.A.",IDOMP,1001 NORTH MIAMI BEACH BLVD                                                         NORTH MIAMI BEAC,H           FL33162     US1001 NORTH MIAMI BEACH B,LVD,
"VAK, DIEZ LITIGATION ATTORNEYS, P.A.",ADOMP,16853 NE 2nd Ave                                                                    North Miami Beac,h           FL33162     US16853 NE 2nd Ave,,
"VATED SPINE INJURY GROUP, PLLC",AFLAL,6163 PINA COLADA ST                                                                 ZEPHYRHILLS,FL33542     US6163 PINA COLADA ST,,
"VER INJURY FIRM, P.A.",ADOMP,3301 NORTH UNIVERSITY DRIVE               SUITE 100                                 CORAL SPRINGS,FL33065     US3301 NORTH UNIVERSITY DR,IVE,SUITE 100
"VER INJURY LAW, PLLC",AFLAL,1000 Riverside Ave. Suite 307                                                       Jacksonville,FL32204     US1000 Riverside Ave. Suit,e 307,
"VERSAL ORGANIZATION FOR PEACE THROUGH LAW AND JUSTICE, INCORPORATED",IDOMNP,8122 33RD AVENUE NORTH                    P.O. BOX 41606                            ST. PETERSBURG,FL33743-8606  8122 33RD AVENUE NORTH,,P.O. BOX 416
"VES THOMAS ROTUNDA INJURY LAW GROUP, P.A",ADOMP,2651 20th Street                                                                    Vero Beach,FL32960     US2651 20th Street,,
"VES, THOMAS, ROTUNDA & FOSTER INJURY LAW GROUP, P.A.",IDOMP,3885 20TH STREET                                                                    VERO BEACH,FL32960     US3885 20TH STREET,,
"VEY LAW FIRM, PERSONAL INJURY ATTORNEYS, P.A.",ADOMP,13400 PARKER COMMONS BLVD                                                           FORT MYES,FL33912     US13400 PARKER COMMONS BLV,D,
"VEY STUART HYMAN, CRIMINAL TRIAL ATTORNEY, LLC",IFLAL,701 S. HOWARD AVENUE                      SUITE 106-387                             TAMPA,FL33606     US701 S. HOWARD AVENUE,,SUITE 106 -
VIN INJURY LAW P.A.,ADOMP,4280 CLEVELAND AVENUE                                                               FORT MYERS,FL33901     US4280 CLEVELAND AVENUE,,
"WARD COUNTY TRIAL LAWYERS ASSOCIATION, INC.",ADOMNP,5645 Coral Ridge Drive                                                              CORAL SPRINGS,FL33076     US5645 Coral Ridge Drive,,
"WARD INJURY CLINIC, P.A.",IDOMP,2901 W OAKLAND PARK BLVD SUITE B20                                                  OAKLAND PARK,FL33311       2901 W OAKLAND PARK BLVD,SUITE B20,
WASHINGTON TRIAL GROUP PLLC,AFLAL,37 N. Orange Ave.                                                                   ORLANDO,FL32801     US37 N. Orange Ave.,,
"WORKERS' COMPENSATION TRIAL GROUP, P.A.",IDOMP,11729 Lake Butler Blvd.                                                             Windermere,FL34786     USP.O. Box 945,,
X INJURY ATTORNEYS MANAGEMENT INC,IDOMP,601 BRICKELL KEY                          700                                       MIAMI,FL33131       3320 CRAIL WAY,,
X JUSTICE LAW LLC,AFLAL,8646 TRISTAN DRIVE                                                                  JACKSONVILLE,FL32210       8646 TRISTAN DRIVE,,
XANDER TRIAL LAW LLC,AFLAL,"775 East Merritt Island Cswy., Ste. 320                                             MERRITT ISLAND",FL32952     USPOST OFFICE BOX 540189,,
"Y FOWLER DAVIS TRIAL ATTORNEYS, P.A.",IDOMP,8115 Main Street                                                                    Bokeelia,FL33922     US8115 Main Street,,
Y INJURY LAW LLC,AFLAL,13310 SW 1 STREET                                                                   MIAMI,FL33184       13310 SW 1 STREET,,
Y JUSTICE LEGAL SERVICES INC.,ADOMNP,8040 SUGAR PINE BLVD                                                                LAKELAND,FL33810     US8040 SUGAR PINE BLVD,,
"Y JUSTICE PARALEGALS, INC.",IDOMP,6779 KNIGHTSWOOD DR                                                                 ORLANDO,FL32818     USPO BOX 540028,,
"YTON TRIAL LAWYERS, PLLC",AFLAL,401 E. LAS OLAS BLVD. 130-172                                                       FORT LAUDERDALE,FL33301     US401 E. LAS OLAS BLVD. 13,0-172,
"Z LAW GROUP - TRIAL LAWYERS, INC.",ADOMP,9155 S. Dadeland Blvd.                                                              Miami,FL33156     US9155 S. Dadeland Blvd.,,SUITE 1218
"Z TRIAL LAW, PLLC",AFLAL,9100 SOUTH DADELAND BOULEVARD             SUITE 1500                                MIAMI,FL33156     US9100 SOUTH DADELAND BOUL,EVARD,SUITE 1500
